id,title,address,price,surface,rooms,property_type,latitude,longitude,description,features,source,url,scraped_at,property_type_extracted,qualitative_features
1288,Immaculate studio flat available! All bills inclusive,Baker street,750.0,,,appartement,,,,[],craigslist_london,https://london.craigslist.org/apa/d/london-immaculate-studio-flat-available/7865825468.html,2025-08-09,studio,['unknown']
1289,SPACIOUS STUDIO FLAT,Shepherds Bush,800.0,,,appartement,,,,[],craigslist_london,https://london.craigslist.org/apa/d/london-spacious-studio-flat/7862407849.html,2025-08-09,studio,['spacious']
1290,FURNISHED STUDIO FLAT,FULHAM,800.0,,,appartement,,,,[],craigslist_london,https://london.craigslist.org/apa/d/london-furnished-studio-flat/7862406871.html,2025-08-09,studio,['furnished']
1291,NOW AVAILABLE ! CHELSEA - MAGICAL KINGS ROAD FLAT -  AUGUST 2025,384 Kings Road,498.0,,,appartement,,,,[],craigslist_london,https://london.craigslist.org/apa/d/london-now-available-chelsea-magical/7864495832.html,2025-08-09,unknown,['unknown']
1292,🏢 Bright & Furnished Studio in Bos en Lommer 🏢,Amsterdam,800.0,,,appartement,,,,[],craigslist_amsterdam,https://amsterdam.craigslist.org/apa/d/bright-furnished-studio-in-bos-en/7871705414.html,2025-08-09,studio,"['bright', 'furnished']"
1293,Central Station STUDIO,Amsterdam,900.0,,,appartement,,,,[],craigslist_amsterdam,https://amsterdam.craigslist.org/apa/d/central-station-studio/7869901952.html,2025-08-09,studio,['unknown']
1294,53RD STREET AND 3RD AVE LARGE STUDIO INC GAS AND ELELCRTIC 24HRS DOORM,Midtown,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-53rd-street-and-3rd-ave-large/7872432506.html,2025-08-09,studio,['unknown']
1295,glorious studio,Upper East Side,2050.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/brooklyn-glorious-studio/7872269032.html,2025-08-09,studio,['unknown']
1296,Large Studio/1br Apartment for Rent In Prospect Lefferts Garden,Brooklyn,2250.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-studio-1br-apartment-for/7872328632.html,2025-08-09,studio,['unknown']
1297,"Bright Studio – Roof Deck, Elevator, Laundry, SS Appliances *NET PRICE",East Flatbush,2188.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-studio-roof-deck/7872347697.html,2025-08-09,studio,"['bright', 'roof_deck', 'elevator', 'laundry']"
1298,"Spacious Studio Loft – Exposed Brick, High Ceilings, Outdoor Access",Ridgewood,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-studio-loft-exposed/7872347649.html,2025-08-09,studio,['spacious']
1299,Ready to make a move? Our Studio 700 Sq Ft is calling.,Stamford,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-ready-to-make-move-our-studio/7872338554.html,2025-08-09,studio,['unknown']
1300,Newly renovated Charming Spacious Studio Near Express Trains,Lefferts Garden / Crown Heights/Flatbush /Kensington,1999.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-charming/7872323772.html,2025-08-09,studio,['spacious']
1301,Newly renovated Charming Spacious Studio Near Prospect Park,Park slope/ Prospect Heights/ Crown Heights/clinton Hill,2499.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-charming/7872321706.html,2025-08-09,studio,['spacious']
1302,MINT STUDIO WITH PRIVATE BACKYARD-ALL INCLUDED- 36 STREET & 28TH AVENU,"ASTORIA, 36 STREET",1900.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-mint-studio-with-private/7872252994.html,2025-08-09,studio,['unknown']
1303,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Prospect Lefferts Gardens,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7872250889.html,2025-08-09,studio,['unknown']
1304,Great Large Studio Kensington,Kensington,1995.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-large-studio-kensington/7872237911.html,2025-08-09,studio,['unknown']
1305,Large Studio Prospect Lefferts Garden,Prospect Lefferts Garden,1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-studio-prospect-lefferts/7872234804.html,2025-08-09,studio,['unknown']
1306,NEW STUDIO! CITYFHEPS APPROVED,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-new-studio-cityfheps-approved/7872176515.html,2025-08-09,studio,['unknown']
1307,Urban sophistication and dramatic skyline views from this Studio!,Stamford,1805.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-urban-sophistication-and/7872158987.html,2025-08-09,studio,['unknown']
1308,52ND STREET AND LEXINGTON AVE LARGE STUDIO INC GAS AND ELECTRIC DOORMA,Midtown,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-52nd-street-and-lexington-ave/7872142441.html,2025-08-09,studio,['unknown']
1309,Bright Studio w/ Modern Finishes – Great Light & Style!,Flatbush,2025.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-studio-modern-finishes/7872125636.html,2025-08-09,studio,['bright']
1310,beutiful studio for rent,"ASTORIA, QUEENS",1600.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-beutiful-studio-for-rent/7872117440.html,2025-08-09,studio,['unknown']
1311,^GUT RENO*STUDIO! STEPS TO THE PARK! NO FEE*NEAR TRAINS!*STEAL!!!!,prospect park/Lefferts gardens,2075.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-gut-renostudio-steps-to-the/7871926319.html,2025-08-09,studio,['unknown']
1312,Front Facing extra large STUDIO located in a gorgeous Brownstone,"Crown Heights, Brooklyn",2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-front-facing-extra-large/7871916296.html,2025-08-09,studio,['unknown']
1313,Sunny studio steps away from Columbia University!,Harlem / Morningside,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-studio-steps-away-from/7871908501.html,2025-08-09,studio,['unknown']
1314,DEKALB AVE BUSHWICK RENT STABILIZED STUDIO FOR RENT,Bushwick,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-dekalb-ave-bushwick-rent/7871904607.html,2025-08-09,studio,['unknown']
1315,"Sunny Parkside studio,1stopBarclays,LAUNDRY,no fee,all utilities $2200",Sunset Heights,2200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-parkside/7871903317.html,2025-08-09,studio,['laundry']
1316,A Big Bright Studio on the UES (96th St&2nd Ave),Upper East Side,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-big-bright-studio-on-the-ues/7871878523.html,2025-08-09,studio,['bright']
1317,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Prospect Lefferts Gardens,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7871876306.html,2025-08-09,studio,['unknown']
1318,Extra large STUDIO in Bayside,Bayside,2100.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/flushing-extra-large-studio-in-bayside/7871853748.html,2025-08-09,studio,['unknown']
1319,Spacious STUDIO IN Rego Park,Rego Park,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/rego-park-spacious-studio-in-rego-park/7871851637.html,2025-08-09,studio,['spacious']
1320,RENT STABILIZED STUDIO just 1 Block from Prospect Park*HOT!!,Prospect Park/Lefferts garden/Lincoln Road,1880.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-rent-stabilized-studio-just/7871817747.html,2025-08-09,studio,['unknown']
1321,61TH STREET AND WOODSIDE AVE STUDIO SHARE  NEAR  #7 TRAIN AND 30MIN,WOODSIDE,1450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-61th-street-and-woodside-ave/7871816160.html,2025-08-09,studio,['unknown']
1322,"Beautiful Studio Layout, Tons of Light. Call for a Tour!",Stamford,1805.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-beautiful-studio-layout-tons/7871801660.html,2025-08-09,studio,['unknown']
1323,Brand new studio Apartment.  -CITYFHEPS WELCOME,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-studio-apartment/7871797490.html,2025-08-09,studio,['unknown']
1324,LUXURY STUDIO APARTMENT BROADWAY @ 37 STREET,ASTORIA,2250.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-luxury-studio-apartment/7871789635.html,2025-08-09,studio,['unknown']
1325,"Condo studio in Prime Bedford Stuyvesant with utilities Inc. Laundry,",Bedford-Stuyvesant,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-condo-studio-in-prime-bedford/7871780499.html,2025-08-09,studio,['laundry']
1326,Ready to lease! Beautifully designed Studio apartment,Stamford,1805.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-ready-to-lease-beautifully/7871675749.html,2025-08-09,studio,['unknown']
1327,Excellent studio apartment in rent stabilized building.,Brooklyn,1459.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-excellent-studio-apartment-in/7871673835.html,2025-08-09,studio,['unknown']
1328,Small Studio with Bath and Kitchenette for Rent,East Flatbush,1200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-small-studio-with-bath-and/7871643693.html,2025-08-09,studio,['unknown']
1329,Studio apartment for rent,Rego park,1950.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/rego-park-studio-apartment-for-rent/7871625053.html,2025-08-09,studio,['unknown']
1330,NICE STUDIO FOREST HILLS,64 AV YELLOWST FOREST HILLS,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/forest-hills-nice-studio-forest-hills/7871603528.html,2025-08-09,studio,['unknown']
1331,studio next to queens college,KEW GARDEN HILLS,1400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/flushing-studio-next-to-queens-college/7871501679.html,2025-08-09,studio,['unknown']
1332,"Bklyn Heights Studio-RENOVATED-@Clark st subway 2/3-LOCATION, location",Brooklyn Heights,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-bklyn-heights-studio-renovated/7871476826.html,2025-08-09,studio,['unknown']
1333,Large Jr-1 Studio in Elevator Building by Subway and Supermarkets,"Elmhurst, NY",2050.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/jackson-heights-large-jr-studio-in/7871456940.html,2025-08-09,studio,['elevator']
1334,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Prospect Lefferts Gardens,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7871448152.html,2025-08-09,studio,['unknown']
1335,Don't let this one get away! Studio. Prime Stamford location,Stamford,1830.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-dont-let-this-one-get-away/7871406884.html,2025-08-09,studio,['unknown']
1336,Studio for rent,White plains,1500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/white-plains-studio-for-rent/7871364276.html,2025-08-09,studio,['unknown']
1337,FRESH MEADOWS - STUDIO .-PRIVATE HOUSE,FRESH MEADOWS-QUEENS,1450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/fresh-meadows-fresh-meadows-studio/7871358400.html,2025-08-09,studio,['unknown']
1338,***COMING SEPT 15!! BUSHWICK STUDIO w/  - UTILITIES INCLUDED!,Bushwick,2150.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-coming-sept-15-bushwick-studio/7871351962.html,2025-08-09,studio,['unknown']
1339,"Condo studio in Prime Bedford Stuyvesant with utilities Inc. Laundry,",Bedford-Stuyvesant,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-condo-studio-in-prime-bedford/7871337421.html,2025-08-09,studio,['laundry']
1340,"Renovated Studio apt. all included, rent stabilization.",Astoria,1875.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-renovated-studio-apt-all/7871302315.html,2025-08-09,studio,['unknown']
1341,59TH STREET AND 37TH AVE STUDIO SHARE KITCHEN NEAR #7 TRAIN AND 30MIN,WOODSIDE,900.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-59th-street-and-37th-ave/7871299733.html,2025-08-09,studio,['unknown']
1342,Ridgewood Studio Apt with High-End Finishes & All Utilities Included,"Ridgewood, NY",2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/brooklyn-ridgewood-studio-apt-with-high/7871274226.html,2025-08-09,studio,['unknown']
1343,BRAND NEW STUDIO! Cityfehps vouchers welcome,Jamacia,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/bronx-brand-new-studio-cityfehps/7871271687.html,2025-08-09,studio,['unknown']
1344,CITYFHEPS Approved. Studio. ALL WELCOME,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-cityfheps-approved-studio-all/7871248415.html,2025-08-09,studio,['unknown']
1345,Studio in Elmhurst,Elmhurst,1300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/elmhurst-studio-in-elmhurst/7871242253.html,2025-08-09,studio,['unknown']
1346,GROUND FLR CHELSEA STUDIO DIGS___PRIME LOCATION!,Chelsea,2495.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-ground-flr-chelsea-studio/7871229877.html,2025-08-09,studio,['unknown']
1347,SMALL STUDIO-ALL UTILITIES ARE INCLUDED,CORONA,750.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/corona-small-studio-all-utilities-are/7871152160.html,2025-08-09,studio,['unknown']
1348,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Flatbush,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7871134634.html,2025-08-09,studio,['unknown']
1349,A touch of modern living: Studio 529 Sq Ft.,Stamford,1830.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-touch-of-modern-living-studio/7871124700.html,2025-08-09,studio,['unknown']
1475,CHARMING STUDIO PRIME PLG!!,PLG,1882.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-studio-prime-plg/7867777496.html,2025-08-09,studio,['unknown']
1350,BROOKLYN STUDIO! HASA WELCOME,Brooklyn,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-brooklyn-studio-hasa-welcome/7871123337.html,2025-08-09,studio,['unknown']
1351,Tudor City Studio Available Now,Midtown East,2250.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-tudor-city-studio-available-now/7871046521.html,2025-08-09,studio,['unknown']
1352,TRANQUIL PENTHOUSE C-TOWN STUDIO DIGS___PRIME LOCATION!,Chinatown / Lit Italy,2295.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-tranquil-penthouse-town-studio/7871032081.html,2025-08-09,studio,['unknown']
1353,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Flatbush,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7871030434.html,2025-08-09,studio,['unknown']
1354,Studio At Clarkson - Amenities Building - No Fee,Flatbush- Brooklyn,2195.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-at-clarkson-amenities/7871008706.html,2025-08-09,studio,['unknown']
1355,Brand new studio Apartment. -HASA welcome,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-studio-apartment-hasa/7870983351.html,2025-08-09,studio,['unknown']
1356,!^WOW^!*NO FEE!*HIGH FLOOR BEAUTY!*HUGE STUDIO!*NEW RENO!*DISHWASHER!*,DITMAS PARK,2200.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-wowno-feehigh-floor-beautyhuge/7870975957.html,2025-08-09,studio,['unknown']
1357,studio with 1 small bed (no brokers Fee),queens,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/brooklyn-studio-with-small-bed-no/7870973780.html,2025-08-09,studio,['unknown']
1358,59TH STREET AND 37TH AVE STUDIO SHARE KITCHEN NEAR #7 TRAIN AND 30MIN,WOODSIDE,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-59th-street-and-37th-ave/7870968448.html,2025-08-09,studio,['unknown']
1359,LOW FEE-U HAVE TO❤️YOUR APT-SPECTAC GIGNTC LOFT-ALCOV STUDIO-ELEV-VIEW,"Yonkers, NY",2100.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/yonkers-low-fee-have-toyour-apt-spectac/7870887636.html,2025-08-09,studio,['unknown']
1360,Studio   & 1 BEDROOM APARTMENTS  NO BROKER'S FEE,Bronx,1321.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/bronx-studio-bedroom-apartments-no/7870868818.html,2025-08-09,studio,['unknown']
1361,$1500/ 1br - 210ft² - Very Small 2 Room Studio (Hartsdale),westchester,1500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/hartsdale-br-210ft-very-small-room/7870860349.html,2025-08-09,studio,['unknown']
1362,Studio Apartments for Rent,Midwood,1300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-apartments-for-rent/7870811215.html,2025-08-09,studio,['unknown']
1363,"*HUGE STUDIO ,SUNNY, NEAR SHOPS, CAFES,TRAIN/ PRIME LOCATION**",BEDFRD STUYVESANT,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-studio-sunny-near-shops/7870738227.html,2025-08-09,studio,['unknown']
1364,Stunning Off-Market Studio-1-2-3-4 Bedroom Apartments in the Bronx!,Bronx,2000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-stunning-off-market-studio/7870671333.html,2025-08-09,studio,['unknown']
1365,Small Studio no Kicthen,brooklyn,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-small-studio-no-kicthen/7870594748.html,2025-08-09,studio,['unknown']
1366,A touch of modern living: Studio 529 Sq Ft.,Stamford,1830.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-touch-of-modern-living-studio/7870533290.html,2025-08-09,studio,['unknown']
1367,"Bright Brooklyn Heights Studio – Renovated, Clark St Subway",Brooklyn Heights,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-brooklyn-heights-studio/7870525784.html,2025-08-09,studio,['bright']
1368,Studio/kitchenette with EVERYTHING included!,"East New York, Brooklyn",1900.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-kitchenette-with/7870518397.html,2025-08-09,studio,['unknown']
1369,41TH STREET AND 47TH AVE LARGE STUDIO NEAR #7 TRAIN AND 30MIN TO N Y C,SUNNYSIDE,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/sunnyside-41th-street-and-47th-ave/7870508771.html,2025-08-09,studio,['unknown']
1370,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,STORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7870506380.html,2025-08-09,studio,['unknown']
1371,Fantastic Studio ^Elevator^Top Notch^ Gym^ Laundry^Parking,Mott Haven,1795.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-fantastic-studio-elevatortop/7870502021.html,2025-08-09,studio,"['elevator', 'laundry']"
1372,Studio for Rent - no fee,Upper East Side,2487.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-for-rent-no-fee/7870501798.html,2025-08-09,studio,['unknown']
1373,Great Studio Prospect Lefferts Garden,Prospect Lefferts Garden,1850.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-studio-prospect-lefferts/7870414291.html,2025-08-09,studio,['unknown']
1374,"🔥GORGEOUS RENOVATED ""STUDIO."" / ELEVATOR, LAUNDRY / 📍WEST 113 ST.",Upper West Side,2400.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-renovated-studio/7870363036.html,2025-08-09,studio,"['elevator', 'laundry']"
1375,✨ Sleek & Sunny Studio in Prime Crown Heights – Only $2300/Month!,brooklyn,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-sleek-sunny-studio-in-prime/7870277366.html,2025-08-09,studio,['unknown']
1376,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Flatbush,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7870271680.html,2025-08-09,studio,['unknown']
1377,Hasa Approved. Studio. New New New,Bronx,2500.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-hasa-approved-studio-new-new-new/7870268347.html,2025-08-09,studio,['unknown']
1378,AFFORDABLE_GREAT LOCATION_TINY STUDIO _INTERNATIONALS_STUDENTS OK,Midtown West,1175.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/mnh/apa/d/new-york-affordablegreat-locationtiny/7870191765.html,2025-08-09,studio,['unknown']
1379,🤩 RENT STABILIZED STUDIO IN MOST IDEAL LOCATION!🤩LUXE + ELEVATOR,BEDSTUY,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-rent-stabilized-studio-in-most/7870100180.html,2025-08-09,studio,['elevator']
1380,Elmhurst LARGE STUDIO FOR RENT. NO FEE!!,queens,2300.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/elmhurst-elmhurst-large-studio-for-rent/7870091079.html,2025-08-09,studio,['unknown']
1381,Beautiful Studio in Black Rock!! Cypress Apts.,Bridgeport,1650.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/bridgeport-beautiful-studio-in-black/7870087633.html,2025-08-09,studio,['unknown']
1382,🤩Awesome Renovated Studio Duplex Near 2&5 Train🚈,Flatbush,2450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-renovated-studio/7870053461.html,2025-08-09,studio,['unknown']
1383,Studio Cottage,Katonah,1750.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/katonah-studio-cottage/7870037160.html,2025-08-09,studio,['unknown']
1384,You'll love our modern upgraded 529 SqFt Studio,Stamford,1840.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-youll-love-our-modern-upgraded/7870008042.html,2025-08-09,studio,['unknown']
1385,Feel at home your first night! Fall in love with your Studio!,Stamford,2035.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-feel-at-home-your-first-night/7870006269.html,2025-08-09,studio,['unknown']
1386,61TH STREET AND WOODSIDE AVE STUDIO SHARE KITCHEN  NEAR  #7 TRAIN,WOODSIDE,950.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-61th-street-and-woodside-ave/7869999979.html,2025-08-09,studio,['unknown']
1387,32-85 33RD STREET STUDIO  1000  WITH SHARE  KITCHEN NEAR N Q TRAIN,ASTORIA,1000.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/astoria-rd-street-studio-1000-with/7869998465.html,2025-08-09,studio,['unknown']
1388,58TH STREET AND WOODSIDE STUDIO WALK IN NEAR #7 TRAIN AND 30MIN TO N Y,WOODSIDE,1450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/woodside-58th-street-and-woodside/7869995258.html,2025-08-09,studio,['unknown']
1389,Studio• Williamsbridge•Huge Bedrooms•Near 5 Train and Metro North,Williamsbridge,1499.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brx/apa/d/bronx-studio-williamsbridgehuge/7869974921.html,2025-08-09,studio,['unknown']
1390,Newly renovated Charming Spacious Studio Near Prospect Park,Park slope/ Prospect Heights/ Crown Heights/Fort Greene,2499.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-charming/7869968266.html,2025-08-09,studio,['spacious']
1391,NICE STUDIO FOREST HILLS,64 AV YELLOWST FOREST HILLS,1700.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/que/apa/d/forest-hills-nice-studio-forest-hills/7869858884.html,2025-08-09,studio,['unknown']
1392,Fabulous Studio  529 Sq Feet in a prime location!,Stamford,1840.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/fct/apa/d/stamford-fabulous-studio-529-sq-feet-in/7869823030.html,2025-08-09,studio,['unknown']
1393,Studio apartment near Prospect Park,Prospect Park South,1630.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-apartment-near-prospect/7869797519.html,2025-08-09,studio,['unknown']
1394,Beautiful Studio in Heart of New Rochelle w/ included parking,westchester,1600.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/wch/apa/d/new-rochelle-beautiful-studio-in-heart/7869796199.html,2025-08-09,studio,['unknown']
1395,Studio for rent fully renovated Staten Island,Staten Island,1450.0,,,appartement,,,,[],craigslist_newyork,https://newyork.craigslist.org/stn/apa/d/staten-island-studio-for-rent-fully/7869795281.html,2025-08-09,studio,['unknown']
