id,title,address,price,surface,rooms,property_type,latitude,longitude,description,features,source,url,scraped_at,property_type_extracted,qualitative_features
2339,"Charming, fully renovated Studio just one block from the beach",Miami Beach,1800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-charming-fully-renovated/7871947136.html,2025-08-09,studio,['unknown']
2340,Luxury studio!MOVE IN in 24 Hours FAST APPROVAL!,BRICKELL DOWNTOWN,2295.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-luxury-studiomove-in-in-24-hours/7869614902.html,2025-08-09,studio,['unknown']
2341,Efficiency - Espanol Studio with private entrance in a house,miami / dade county,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/hialeah-efficiency-espanol-studio-with/7871945288.html,2025-08-09,studio,['unknown']
2342,MOVE IN ASAP! Large modern studio.,Downtown edgewater,1895.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-move-in-asap-large-modern-studio/7871184111.html,2025-08-09,studio,['unknown']
2343,STUDIO -FREE ELECTRIC- UPDATED-  ACROSS FROM OCEAN- FREE WATER- HURRY,Deerfield Beach (East),1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/deerfield-beach-studio-free-electric/7871342597.html,2025-08-09,studio,['unknown']
2344,*MOVE IN SPECIAL - 1ST MONTH + DEPOSIT* STUDIO 0 bed & 1 bath,"HOLLYWOOD, FL 33020",1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/hollywood-move-in-special-1st-month/7864611422.html,2025-08-09,studio,['unknown']
2345,Excellent STUDIO,Hollywood,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-excellent-studio/7867956845.html,2025-08-09,studio,['unknown']
2346,Large detached studio cottage,Hollywood,1800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-large-detached-studio-cottage/7871302501.html,2025-08-09,studio,['unknown']
2347,Cozy studio near Wilton manors,broward county,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-cozy-studio-near-wilton/7871890291.html,2025-08-09,studio,['unknown']
2349,"studio in the heart of Wynwood $1,650",miami / dade county,1650.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-in-the-heart-of-wynwood/7867475405.html,2025-08-09,studio,['unknown']
2350,Furnished Studio Apt. for 1 person,"Boca Raton, East",1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/boca-raton-furnished-studio-apt-for/7871871637.html,2025-08-09,studio,['furnished']
2351,"$2,310 Furnished Studio - Move-In Ready! (Miami Springs)",Miami Springs,2310.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/hialeah-2310-furnished-studio-move-in/7871870174.html,2025-08-09,studio,['furnished']
2352,Furnished Studio in Gated Community – Prime Location,miami / dade county,1600.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-furnished-studio-in-gated/7871865153.html,2025-08-09,studio,['furnished']
2353,★CHARMING COCONUT GROVE STUDIO NEXT TO COCOWALK 1/1★,MIAMI,1800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-charming-coconut-grove-studio/7867096008.html,2025-08-09,studio,['unknown']
2354,Incredible Biscayne Bay View - 1 Bath Studio Unit - Furnished - Pool -,Miami Beach,2250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-incredible-biscayne-bay/7862225323.html,2025-08-09,studio,['furnished']
2355,Furnished Studio Unit 1 Bath - Furnished - Direct Beach Access - Pool,Miami Beach,2500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-furnished-studio-unit-bath/7860894026.html,2025-08-09,studio,['furnished']
2356,Beautiful & Bright 1 Bath Studio Unit - Pets Ok - MIAM Beach - Updated,Miami Beach,1600.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-beautiful-bright-bath/7870658375.html,2025-08-09,studio,['bright']
2357,NICE STUDIO... FAST APPROVAL... WOOD FLOORS... COMMUNITY POOL,CORAL SPRINGS,1475.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/coral-springs-nice-studio-fast-approval/7865846083.html,2025-08-09,studio,['unknown']
2358,LIVE BY THE POOL.. UPDATED  POOL STUDIO... UTILITIES INCLUDED,WESTON,1750.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-live-by-the-pool/7871259766.html,2025-08-09,studio,['unknown']
2359,LARGE FURNISHED BEACH STUDIO-ALL INCLUDED,HALLANDALE BEACH,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hallandale-large-furnished-beach-studio/7862084737.html,2025-08-09,studio,['furnished']
2360,★BEAUTIFUL STUDIO CLOSE TO CORAL GABLES AND COCONUT GROVE 1/1★,MIAMI,1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beautiful-studio-close-to-coral/7866173693.html,2025-08-09,studio,['unknown']
2361,Studio w/ Bathroom,Cutler Bay,1000.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-bathroom/7871798716.html,2025-08-09,studio,['unknown']
2362,Spacious Affordable Studio with a Huge Balcony – Prime Location!,Miami Beach,1750.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-spacious-affordable-studio/7866711660.html,2025-08-09,studio,['spacious']
2363,Affordable Studio with parking and small balcony. Pets welcome,Miami Beach,1650.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-affordable-studio-with/7871797840.html,2025-08-09,studio,['unknown']
2364,Furnished Studio - Move In Ready!,Doral,2220.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-furnished-studio-move-in-ready/7871797810.html,2025-08-09,studio,['furnished']
2365,Studio Apartment,Coral Gables,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-apartment/7871201673.html,2025-08-09,studio,['unknown']
2366,Studio Near FIU – Utilities + WiFi Included,Westchester,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-near-fiu-utilities-wifi/7861606253.html,2025-08-09,studio,['unknown']
2367,FURNISHED STUDIO... EVERYTHING INCLUDED...,DANIA,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-furnished-studio/7866345882.html,2025-08-09,studio,['furnished']
2368,UPDATED STUDIO.. FAST APPROVAL... WEST BOCA,BOCA RATON,1350.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/boca-raton-updated-studio-fast-approval/7871771861.html,2025-08-09,studio,['unknown']
2369,STUDIO -FREE ELECTRIC- UPDATED-  ACROSS FROM OCEAN- FREE WATER- HURRY,Deerfield Beach (East),1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/deerfield-beach-studio-free-electric/7868933741.html,2025-08-09,studio,['unknown']
2370,Large Efficiency/Studio for Rent,Miami countrywalk/zoo area,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-large-efficiency-studio-for-rent/7868192994.html,2025-08-09,studio,['unknown']
2371,$400 / 1br - Studio for rent no need for long term commitments and NO,palm beach county,400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/lake-worth-400-1br-studio-for-rent-no/7867523584.html,2025-08-09,studio,['unknown']
2372,"LARGE 1 AND 2BDRM, STUDIO APTS SOUTH BCH NEAR LINCOLN RD,COCONUT GROVE",MIAMI BEACH,1798.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-large-and-2bdrm-studio-apts/7863238802.html,2025-08-09,studio,['unknown']
2373,>> se renta studio efficiency privado <<<<<,Fort Lauderdale,1350.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-se-renta-studio/7867803151.html,2025-08-09,studio,['unknown']
2374,Affordable Studio with parking and small balcony. Pets welcome,South Beach,1650.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-affordable-studio-with/7871731900.html,2025-08-09,studio,['unknown']
2375,Spacious Studio with a Huge Balcony – Prime Location!,South Beach,1750.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-spacious-studio-with-huge/7866327687.html,2025-08-09,studio,['spacious']
2376,Studio-style efficiency,Homestead,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/homestead-studio-style-efficiency/7867065339.html,2025-08-09,studio,['unknown']
2377,Large Chula Vista Studio Fort Lauderdale!,broward county,1075.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-large-chula-vista/7871722945.html,2025-08-09,studio,['unknown']
2378,ALL INCLUDED DETACHED STUDIO APARTMENT FOR RENT!!,PALMETTO BAY,1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/all-included-detached-studio-apartment/7865522891.html,2025-08-09,studio,['unknown']
2379,FULL SIZE STUDIO ALL UTILITES INCL NEAR MAIN ROADS AND SHOPS,MIAMI,1100.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-full-size-studio-all-utilites/7871714448.html,2025-08-09,studio,['unknown']
2380,Studio with bathroom for Rent,Riviera Beach,425.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/west-palm-beach-studio-with-bathroom/7871679728.html,2025-08-09,studio,['unknown']
2381,Studio for rent,"East Oakland Park, Fort Lauderdale, Broward County",900.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-for-rent/7871682540.html,2025-08-09,studio,['unknown']
2382,Modern Studio Apartment Near Las Olas - $2090/mo,broward county,2090.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-modern-studio-apartment/7871681860.html,2025-08-09,studio,['unknown']
2383,Studio for rent only $1250,Dania beach,1250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-studio-for-rent-only-1250/7871666923.html,2025-08-09,studio,['unknown']
2384,NEW STUDIO NEAR THE BEACH; First Months Rent Free,Deerfield Beach,1795.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-new-studio-near-the/7871662184.html,2025-08-09,studio,['unknown']
2385,STUDIO ON A1A with Electric Included; FIRST MONTH FREE,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with/7866658275.html,2025-08-09,studio,['unknown']
2386,STUDIO ON A1A WITH WATER AND ELECTRIC INCLUDED !!,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with/7866657987.html,2025-08-09,studio,['unknown']
2387,Studio on A1A with Full Kitchen and Electric Included,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with-full/7866658070.html,2025-08-09,studio,['unknown']
2388,STUDIO ON A1A WITH FIRST MONTHS RENT FREE AND ELECTRIC INCLUDED !!,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with/7866240474.html,2025-08-09,studio,['unknown']
2389,STUDIO ON A1A WITH FIRST MONTHS RENT FREE AND ELECTRIC INCLUDED !!,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with/7866237501.html,2025-08-09,studio,['unknown']
2390,STUDIO ON A1A with Electric Included; FIRST MONTH FREE,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-studio-on-a1a-with/7866237082.html,2025-08-09,studio,['unknown']
2391,BEACHSIDE STUDIO! Easy Move In! FIRST MONTH FREE,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-beachside-studio-easy/7862546431.html,2025-08-09,studio,['unknown']
2392,Beachside Studio on A1A with Electric Included! NO FIRST OR LAST,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-beachside-studio-on-a1a/7862541044.html,2025-08-09,studio,['unknown']
2393,BEACHSIDE STUDIO ON A1A WITH NO FIRST OR LAST,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-beachside-studio-on-a1a/7862545788.html,2025-08-09,studio,['unknown']
2394,STUDIO-FULL BATH- PRIVATE- OAKLAND PARK,broward county,1195.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-full-bath/7871634560.html,2025-08-09,studio,['unknown']
2395,Beachside Studio on A1A with Electric Included! FIRST MONTH FREE,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-beachside-studio-on-a1a/7862542154.html,2025-08-09,studio,['unknown']
2396,BEACHSIDE STUDIO ON A1A WITH NO FIRST OR LAST,Deerfield Beach,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/deerfield-beach-beachside-studio-on-a1a/7866236016.html,2025-08-09,studio,['unknown']
2397,Modern Studio in a Prime Location!,broward county,1700.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-modern-studio-in-prime/7871623956.html,2025-08-09,studio,['unknown']
2398,"CORNER STUDIO, RENOVATED, TONS of LIGHT, CLEAN & GREAT LOCATION",POMPANO BEACH,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/pompano-beach-corner-studio-renovated/7871600104.html,2025-08-09,studio,['unknown']
2399,Large Studio apartment Miami Beach,MIAMI BEACH,1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-large-studio-apartment/7861901886.html,2025-08-09,studio,['unknown']
2400,Beautiful Studio apartment Miami,Miami,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beautiful-studio-apartment-miami/7870091224.html,2025-08-09,studio,['unknown']
2401,No leases. Studio weekly rates starting at $800,Miramar,800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-no-leases-studio-weekly-rates/7871521342.html,2025-08-09,studio,['unknown']
2402,Nice Studio Apartment for Rent,Riviera Beach,425.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/west-palm-beach-nice-studio-apartment/7871505883.html,2025-08-09,studio,['unknown']
2403,"This clean studio in Hollywood, just one block from Sheridan Street, h",broward county,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-this-clean-studio-in/7871492926.html,2025-08-09,studio,['unknown']
2404,Studio/efficency for rent,miami / dade county,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/homestead-studio-efficency-for-rent/7871475670.html,2025-08-09,studio,['unknown']
2405,Studio for rent,Miramar,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-studio-for-rent/7871467492.html,2025-08-09,studio,['unknown']
2406,Motel Studio from $339 per week. NO DEPOSIT,Lake Worth,339.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/boca-raton-motel-studio-from-339-per/7865151766.html,2025-08-09,studio,['unknown']
2407,Charming Studio W/ Seperate Kitchen and Marble Bathroom in Pompano Bea,broward county,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/pompano-beach-charming-studio-seperate/7871456314.html,2025-08-09,studio,['unknown']
2408,Nice Studio in Nice Area,Miami,1700.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-nice-studio-in-nice-area/7871436047.html,2025-08-09,studio,['unknown']
2409,Cozy Studio by Miami Marriott Airport,Miami,1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-cozy-studio-by-miami-marriott/7871436687.html,2025-08-09,studio,['unknown']
2410,Studio Apartment for rent 1/1,Singer Island,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/west-palm-beach-studio-apartment-for/7868684725.html,2025-08-09,studio,['unknown']
2411,"STUDIO, RENOVATED, TONS of LIGHT, CLEAN & GREAT LOCATION",POMPANO BEACH,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/pompano-beach-studio-renovated-tons-of/7867913855.html,2025-08-09,studio,['unknown']
2412,Studio-Efficiency,Country Walk area,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-efficiency/7871318077.html,2025-08-09,studio,['unknown']
2413,Efficiency/ studio,Plantation,900.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-efficiency-studio/7871232939.html,2025-08-09,studio,['unknown']
2414,Big Studio Furnished Private,Cutler Bay,2050.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-big-studio-furnished-private/7868630119.html,2025-08-09,studio,['furnished']
2415,EFFICIENCY 1/1 STUDIO UNIT AVAILABLE FOR RENT,MIAMI,1050.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/miami-efficiency-1-studio-unit/7871198060.html,2025-08-09,studio,['unknown']
2416,Brand new studio in So.Be,miami / dade county,1900.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-brand-new-studio-in-sobe/7871180144.html,2025-08-09,studio,['unknown']
2417,ALL INCLUDED Studio NO KITCHEN EAST Hallandale,Hallandale,1000.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hallandale-all-included-studio-no/7868291710.html,2025-08-09,studio,['unknown']
2418,Amazing spacious studio apartment utilities included with private entr,miami / dade county,1650.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-amazing-spacious-studio-apartment/7871140942.html,2025-08-09,studio,['spacious']
2419,Studio apartment for rent!,broward county,1100.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-apartment-for/7871139773.html,2025-08-09,studio,['unknown']
2420,"HOLLYWOOD, Large Studio, Water included, 1 parking, Laundry",Hollywood,1450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-hollywood-large-studio-water/7864700007.html,2025-08-09,studio,['laundry']
2421,FABULOUS STUDIO-ALL UTILITIES INCLUDED,HOLLYWOOD,1250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/dania-fabulous-studio-all-utilities/7871078004.html,2025-08-09,studio,['unknown']
2422,Studio apartment in downtown east Boca,Boca Raton,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/boca-raton-studio-apartment-in-downtown/7871059159.html,2025-08-09,studio,['unknown']
2423,Efficiency/Studio por $1000 PARA UNA PERSONA,Fort Lauderdale/Plantation,1000.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-efficiency-studio-por/7870359345.html,2025-08-09,studio,['unknown']
2424,"Unit apartment 1/1 studio efficiency, Davie / Weston 33325",Fort Lauderdale,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-unit-apartment-1-studio/7871028367.html,2025-08-09,studio,['unknown']
2425,UP TO 1 Month Free Rent – 2000 Biscayne Blvd – LUXURY Studio Apartment,EDGEWATER,2490.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-up-to-month-free-rent-biscayne/7869826433.html,2025-08-09,studio,['unknown']
2426,ONE MONTH FREE – Studio at 2000 Biscayne Highrise – Lease in Edgewater,"Downtown Miami, Edgewater",2500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-one-month-free-studio-at-2000/7869824194.html,2025-08-09,studio,['unknown']
2427,Lease SPACIOUS Studio @ 2000 Biscayne Luxury Apartments ~ For Rent ***,"Edgewater, Miami",2450.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-lease-spacious-studio-biscayne/7869820673.html,2025-08-09,studio,['spacious']
2428,ICON STUDIO BRICKELL,ICON STUDIO BRICKELL,2500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-icon-studio-brickell/7862963285.html,2025-08-09,studio,['unknown']
2429,Furnished Studio on the bay short term sublet,South beach,1700.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-furnished-studio-on-the-bay/7869631236.html,2025-08-09,studio,['furnished']
2430,Studio for rent Miami Beach,Miami Beach fl,1800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-studio-for-rent-miami-beach/7870274869.html,2025-08-09,studio,['unknown']
2431,Studio for Rent,Fort Lauderdale,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-for-rent/7866849023.html,2025-08-09,studio,['unknown']
2432,Newly Renovated Efficiency/ Studio,West Palm Beach,1250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/west-palm-beach-newly-renovated/7870909624.html,2025-08-09,studio,['unknown']
2433,Studio for rent,Dania Beach,1200.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-for-rent/7867299048.html,2025-08-09,studio,['unknown']
2434,$1175  Studio Efficiency Room for Rent,Fort Lauderdale,1175.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-1175-studio-efficiency/7864315879.html,2025-08-09,studio,['unknown']
2435,Cozy and Modern Studio Apartment in the Heart of Hollywood,broward county,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-cozy-and-modern-studio/7870874296.html,2025-08-09,studio,['unknown']
2436,Stylish Studio,miami / dade county,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-stylish-studio/7870872849.html,2025-08-09,studio,['unknown']
2437,Se renta Efficiency/studio,Plantation,1000.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-se-renta-efficiency/7869169794.html,2025-08-09,studio,['unknown']
2438,1 Bedroom for the price of a Studio,Fort Lauderdale,1575.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-bedroom-for-the-price/7864293932.html,2025-08-09,studio,['unknown']
2439,Modern and Cozy Studio Apartment in a Prime Location in Fort Lauderdal,broward county,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-modern-and-cozy-studio/7870782067.html,2025-08-09,studio,['unknown']
2440,FABULOUS STUDIO-ALL UTILITIES INCLUDED,HOLLYWOOD,1250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/dania-fabulous-studio-all-utilities/7870780917.html,2025-08-09,studio,['unknown']
2441,BRICKELL/DOWNTOWN AREA STUDIO IN APARTMENT BUILDING,Miami,1600.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-brickell-downtown-area-studio-in/7870620586.html,2025-08-09,studio,['unknown']
2442,"AVAILABLE NOW, STUDIO WITH UTILITIES IN BRICKELL AREA",Miami,1600.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-available-now-studio-with/7870619180.html,2025-08-09,studio,['unknown']
2443,Studio,miami / dade county,1550.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio/7870605979.html,2025-08-09,studio,['unknown']
2444,"STUDIO, RENOVATED, TONS of LIGHT, CLEAN & GREAT LOCATION",POMPANO BEACH,1300.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/pompano-beach-studio-renovated-tons-of/7864353372.html,2025-08-09,studio,['unknown']
2445,Studio for rent,Plantation,800.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-studio-for-rent/7870518647.html,2025-08-09,studio,['unknown']
2446,Private Tiny House Studio near Beach and Atlantic Avenue -- Available,palm beach county,1725.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/pbc/apa/d/delray-beach-private-tiny-house-studio/7870494477.html,2025-08-09,studio,['unknown']
2447,Private Studio Room for Rent/ Se alquila cuarto independiente,Miami Gardens,975.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/opa-locka-private-studio-room-for-rent/7870478805.html,2025-08-09,studio,['unknown']
2448,Gorgeous Perfect Studio... Precioso Estudio perfecto...,Miami Beach,1050.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-gorgeous-perfect-studio/7870450662.html,2025-08-09,studio,['unknown']
2449,Beautiful Big Studio in Miami Beach,miami / dade county,1900.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-beach-beautiful-big-studio-in/7870447769.html,2025-08-09,studio,['unknown']
2450,"Efficiency/ Studio apt furnished, near FIU and MDC",Kendall,1100.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-efficiency-studio-apt-furnished/7870416992.html,2025-08-09,studio,['furnished']
2451,Studio,miami / dade county,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/hollywood-studio/7870353836.html,2025-08-09,studio,['unknown']
2452,Studio apt for rent $1250,Hollywood,1250.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/hollywood-studio-apt-for-rent-1250/7870333023.html,2025-08-09,studio,['unknown']
2453,1bed/1bath garage-to-studio conversion,broward county,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/brw/apa/d/fort-lauderdale-1bed-1bath-garage-to/7870180359.html,2025-08-09,studio,['unknown']
2454,"Studio/Apt/ Todo incluido, parqueo, etc",Ponce  & Flagler,1400.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/miami-studio-apt-todo-incluido-parqueo/7870146152.html,2025-08-09,studio,['unknown']
2455,Studio,Homestead,1500.0,,,appartement,,,,[],craigslist_miami,https://miami.craigslist.org/mdc/apa/d/homestead-studio/7870105417.html,2025-08-09,studio,['unknown']
